text,cmp_code,eu_code,pos,party,date,language,source,has_eu_code,is_primary_doc,may_contradict_core_dataset,md5sum_text,url_original,md5sum_original,annotations,handbook,is_copy_of,title,translation_en,id
Introduction,H,NA,1,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
The Liberal Democrats are the only party contesting this election with a clear plan for how we will build a brighter future.,305.1,NA,2,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
The first step of our plan for a brighter future is simple: stop Brexit,108,NA,3,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
and use the Remain Bonus to invest in public services.,504,NA,4,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
"We are unashamedly fighting to stay in the European Union,",108,NA,5,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
and we are the strongest party of Remain.,108,NA,6,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
We believe that our best future as a country is as a member of the European Union.,108,NA,7,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
"Any form of Brexit will damage our economy, put jobs at risk, hurt our NHS and put our family of nations under enormous strain.",108,NA,8,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
There is no Brexit deal that will ever be as good as the deal we currently have as a member of the European Union.,108,NA,9,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
Our determination to stop Brexit isn’t just about retaining membership of this or that EU institution.,108,NA,10,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
It’s about who we are as a country and the values that drive our choices.,601.1,NA,11,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
"It’s about choosing to work with others in taking on the big challenges that we face, whether it’s the climate crisis or cybercrime.",107,NA,12,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
It’s about recognising that the zero-sum games of the past no longer apply to a world where our future prosperity is so interlinked with that of our closest allies.,107,NA,13,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
"Staying in the European Union will secure a £50 billion Remain Bonus, with the economy two per cent larger by 2024-25.",108,NA,14,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
"We can invest that bonus in our schools,",506,NA,15,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
and on tackling in-work poverty and inequality.,503,NA,16,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
A Liberal Democrat government will take urgent action to save our planet.,501,NA,17,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
We are the last generation that can stop irreversible climate change.,501,NA,18,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
We’ve already seen how floods and wildfires are becoming an ever more regular occurrence in our country.,501,NA,19,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
"And, though we should be proud to be the first country to declare a climate emergency,",501,NA,20,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
we cannot ignore the fact that the government has done little else since then.,501,NA,21,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
"In the meantime, it’s been young people who have consistently put the climate crisis back on the agenda with their inspirational climate strikes.",501,NA,22,51421,201912,english,MARPOR,FALSE,TRUE,FALSE,436ce3b29af9e0b23ef0f0ea543db9c7,/down/originals/2020-1/51421_2019.pdf,de1d8528b492ef56f25920534310e4d5,TRUE,5,NA,Stop Brexit build a brighter future,FALSE,51421_201912
